country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","15-03-2026 11:00:00",22.7524,75.8872,NO2,10,18,16
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","15-03-2026 11:00:00",22.7524,75.8872,NH3,NA,NA,NA
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","15-03-2026 11:00:00",19.786089,72.757971,OZONE,3,52,5
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","15-03-2026 11:00:00",19.962900,79.298714,NO2,30,32,31
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","15-03-2026 11:00:00",19.962900,79.298714,OZONE,16,20,18
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","15-03-2026 11:00:00",22.7084,75.8815,PM10,66,117,92
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","15-03-2026 11:00:00",22.7084,75.8815,SO2,3,4,4
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","15-03-2026 11:00:00",20.719516,77.000253,PM2.5,55,282,93
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","15-03-2026 11:00:00",19.053536,72.84643,SO2,1,2,1
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","15-03-2026 11:00:00",19.065931,72.862131,PM10,71,122,97
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB","15-03-2026 11:00:00",19.2157840,73.1997810,CO,7,37,28
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","15-03-2026 11:00:00",19.23241,72.86895,CO,27,56,41
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","15-03-2026 11:00:00",20.9402359,77.7895248,PM2.5,66,123,81
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","15-03-2026 11:00:00",20.9402359,77.7895248,NO2,10,76,29
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","15-03-2026 11:00:00",19.2243333,72.8658113,PM2.5,11,31,21
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","15-03-2026 11:00:00",19.2243333,72.8658113,SO2,12,19,16
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","15-03-2026 11:00:00",19.2243333,72.8658113,CO,12,18,16
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","15-03-2026 11:00:00",18.9767,72.8380,PM10,84,118,98
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","15-03-2026 11:00:00",20.939198,77.765701,NH3,2,18,5
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","15-03-2026 11:00:00",19.875620,75.387310,PM2.5,44,88,63
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","15-03-2026 11:00:00",18.9767,72.8380,OZONE,1,43,6
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","15-03-2026 11:00:00",19.875620,75.387310,SO2,7,18,12
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","15-03-2026 11:00:00",19.11074,72.86084,SO2,7,35,21
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","15-03-2026 11:00:00",19.875620,75.387310,CO,7,14,10
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","15-03-2026 11:00:00",19.0364585,72.8954371,PM2.5,27,51,37
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","15-03-2026 11:00:00",19.0364585,72.8954371,PM10,68,108,92
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","15-03-2026 11:00:00",19.8389439,75.244448,NO2,13,24,19
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","15-03-2026 11:00:00",19.137500,72.915056,NH3,2,2,2
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","15-03-2026 11:00:00",19.854616,75.905894,SO2,14,35,19
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","15-03-2026 11:00:00",19.000084,72.856730,CO,2,26,17
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","15-03-2026 11:00:00",19.25292,73.142019,NH3,1,1,1
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","15-03-2026 11:00:00",19.060498,72.923356,SO2,1,19,9
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","15-03-2026 11:00:00",19.192056,72.9585188,NO2,11,15,13
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","15-03-2026 11:00:00",19.192056,72.9585188,OZONE,1,54,4
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","15-03-2026 11:00:00",19.000083,72.813993,NH3,5,5,5
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","15-03-2026 11:00:00",16.6870449,74.2505872,PM2.5,60,95,75
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","15-03-2026 11:00:00",19.000083,72.813993,CO,10,30,20
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","15-03-2026 11:00:00",16.6870449,74.2505872,PM10,44,97,79
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","15-03-2026 11:00:00",16.6870449,74.2505872,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","15-03-2026 11:00:00",19.047000,72.874600,NO2,34,216,58
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","15-03-2026 11:00:00",18.39963,76.57452,PM2.5,37,239,112
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","15-03-2026 11:00:00",19.19709,72.82204,PM2.5,10,77,29
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","15-03-2026 11:00:00",19.19709,72.82204,NH3,12,30,23
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","15-03-2026 11:00:00",19.9775302,79.2337086,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","15-03-2026 11:00:00",18.96702,72.84214,PM10,78,126,108
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","15-03-2026 11:00:00",19.1878657,72.8304069,NH3,1,3,2
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB","15-03-2026 11:00:00","19.2268427 ","73.0788456 ",NO2,19,64,39
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","15-03-2026 11:00:00",19.1750,72.9419,PM2.5,20,76,43
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB","15-03-2026 11:00:00","19.2268427 ","73.0788456 ",SO2,4,41,12
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB","15-03-2026 11:00:00","19.2268427 ","73.0788456 ",CO,10,51,36
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB","15-03-2026 11:00:00",19.710842,77.151824,PM10,57,140,85
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","15-03-2026 11:00:00",18.897756,72.813320,PM2.5,36,71,50
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","15-03-2026 11:00:00",21.001264,75.565602,PM10,83,149,115
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","15-03-2026 11:00:00",23.838586,78.759431,NO2,6,40,14
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","15-03-2026 11:00:00",16.7143745,74.2426398,SO2,1,10,3
India,"Madhya Pradesh",Sagar,"Deen Dayal Nagar, Sagar - MPPCB","15-03-2026 11:00:00",23.8640158,78.80289321,PM2.5,17,80,42
India,"Madhya Pradesh",Sagar,"Deen Dayal Nagar, Sagar - MPPCB","15-03-2026 11:00:00",23.8640158,78.80289321,PM10,77,133,110
India,"Madhya Pradesh",Sagar,"Deen Dayal Nagar, Sagar - MPPCB","15-03-2026 11:00:00",23.8640158,78.80289321,CO,28,44,33
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","15-03-2026 11:00:00",18.39963,76.57452,OZONE,3,59,28
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","15-03-2026 11:00:00",18.1023399,73.4783687,CO,2,55,34
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","15-03-2026 11:00:00",24.108970,82.645580,NH3,4,5,4
India,"Madhya Pradesh",Ujjain,"Mahashweta Nagar, Ujjain - MPPCB","15-03-2026 11:00:00",23.1633321,75.800225,SO2,8,31,14
India,"Madhya Pradesh",Ujjain,"Mahashweta Nagar, Ujjain - MPPCB","15-03-2026 11:00:00",23.1633321,75.800225,CO,19,36,21
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","15-03-2026 11:00:00",19.296481,72.840923,OZONE,1,50,12
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","15-03-2026 11:00:00",20.918946,74.776388,PM2.5,65,135,96
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","15-03-2026 11:00:00",23.163174,79.973061,NO2,6,12,9
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","15-03-2026 11:00:00",23.163174,79.973061,NH3,2,2,2
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","15-03-2026 11:00:00",20.918946,74.776388,OZONE,19,60,21
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","15-03-2026 11:00:00",23.142888,79.916147,NO2,NA,NA,NA
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB","15-03-2026 11:00:00","19.2268427 ","73.0788456 ",SO2,4,41,12
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB","15-03-2026 11:00:00",19.710842,77.151824,PM2.5,38,98,67
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","15-03-2026 11:00:00",21.001264,75.565602,NO2,3,14,6
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","15-03-2026 11:00:00",21.001264,75.565602,NH3,2,3,2
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","15-03-2026 11:00:00",23.50016,80.23284,PM2.5,22,308,98
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","15-03-2026 11:00:00",23.50016,80.23284,NO2,22,55,38
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","15-03-2026 11:00:00",19.25292,73.142019,NH3,1,1,1
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","15-03-2026 11:00:00",19.083694,72.920967,PM2.5,45,100,66
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","15-03-2026 11:00:00",19.16485,73.23409,CO,11,42,35
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","15-03-2026 11:00:00",19.205800,72.868200,PM2.5,5,14,9
India,Maharashtra,Beed,"Bir, Beed - MPCB","15-03-2026 11:00:00",18.988474,75.753873,PM10,52,142,94
India,Maharashtra,Beed,"Bir, Beed - MPCB","15-03-2026 11:00:00",18.988474,75.753873,NO2,16,96,40
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","15-03-2026 11:00:00",19.205800,72.868200,NH3,4,4,4
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","15-03-2026 11:00:00",19.215859,72.831718,CO,1,27,14
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","15-03-2026 11:00:00",19.309073,73.057223,PM2.5,31,164,81
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","15-03-2026 11:00:00",19.309073,73.057223,OZONE,13,96,24
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","15-03-2026 11:00:00",19.192056,72.9585188,NO2,11,15,13
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","15-03-2026 11:00:00",22.624758,75.675238,PM2.5,92,243,165
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","15-03-2026 11:00:00",16.6870449,74.2505872,PM2.5,60,95,75
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","15-03-2026 11:00:00",23.331731,75.045981,PM2.5,39,139,73
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","15-03-2026 11:00:00",19.8389439,75.244448,CO,18,91,46
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","15-03-2026 11:00:00",19.04946,72.9230,NH3,18,22,20
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","15-03-2026 11:00:00",19.863756,75.321188,CO,19,56,28
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","15-03-2026 11:00:00",19.16485,73.23409,PM2.5,42,141,74
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","15-03-2026 11:00:00",17.6336264,75.9132495,NO2,8,36,16
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB","15-03-2026 11:00:00",18.9942180,72.8158167,SO2,24,28,26
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","15-03-2026 11:00:00",17.6336264,75.9132495,NH3,8,21,11
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","15-03-2026 11:00:00",17.6336264,75.9132495,SO2,6,17,10
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","15-03-2026 11:00:00",17.65439,75.90649,PM2.5,83,210,120
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","15-03-2026 11:00:00",21.121801,79.04952,NH3,1,14,3
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","15-03-2026 11:00:00",21.121801,79.04952,SO2,15,56,32
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","15-03-2026 11:00:00",17.65439,75.90649,NO2,22,78,43
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","15-03-2026 11:00:00",17.65439,75.90649,NH3,3,9,5
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","15-03-2026 11:00:00",21.121801,79.04952,CO,21,84,30
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","15-03-2026 11:00:00",21.121801,79.04952,OZONE,14,98,23
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","15-03-2026 11:00:00",21.14472,79.107595,PM2.5,90,275,143
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","15-03-2026 11:00:00",21.14472,79.107595,NO2,28,111,52
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","15-03-2026 11:00:00",21.14472,79.107595,NH3,7,11,8
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","15-03-2026 11:00:00",21.14472,79.107595,OZONE,9,44,16
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","15-03-2026 11:00:00",19.26777,72.97182,OZONE,3,73,9
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","15-03-2026 11:00:00",21.152875,79.0517531,PM10,84,159,122
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","15-03-2026 11:00:00",21.152875,79.0517531,NO2,14,71,33
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","15-03-2026 11:00:00",19.222279,72.957979,PM2.5,29,94,61
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","15-03-2026 11:00:00",19.222279,72.957979,NH3,NA,NA,NA
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","15-03-2026 11:00:00",21.143383,79.048912,NO2,5,46,19
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","15-03-2026 11:00:00",21.143383,79.048912,OZONE,16,79,27
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB","15-03-2026 11:00:00","19.2307571 ",73.1551920,CO,3,60,48
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","15-03-2026 11:00:00",19.173852,77.296291,CO,17,30,25
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","15-03-2026 11:00:00",20.0073285,73.7762427,CO,26,27,26
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","15-03-2026 11:00:00",19.4458210,72.7988231,OZONE,2,51,9
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB","15-03-2026 11:00:00",25.5803419,91.8942571,NO2,7,42,25
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","15-03-2026 11:00:00",20.021503,73.813844,PM10,55,118,83
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB","15-03-2026 11:00:00",25.5803419,91.8942571,CO,4,19,5
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","15-03-2026 11:00:00",19.950220,73.731480,NH3,2,3,3
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","15-03-2026 11:00:00",25.6635413,94.0989878,PM10,NA,NA,NA
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","15-03-2026 11:00:00",19.950220,73.731480,CO,28,33,31
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","15-03-2026 11:00:00",25.6635413,94.0989878,OZONE,NA,NA,NA
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","15-03-2026 11:00:00",20.832874,85.104082,PM10,41,211,87
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","15-03-2026 11:00:00",19.9591346,73.7788008,CO,16,63,19
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","15-03-2026 11:00:00",19.9591346,73.7788008,OZONE,5,72,27
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","15-03-2026 11:00:00",20.832874,85.104082,NO2,9,160,32
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","15-03-2026 11:00:00",21.51161,86.89088,PM2.5,13,77,38
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","15-03-2026 11:00:00",19.1135051,73.008978,PM10,70,186,124
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","15-03-2026 11:00:00",19.1135051,73.008978,SO2,18,20,19
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","15-03-2026 11:00:00",19.008751,73.016620,PM2.5,33,84,54
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","15-03-2026 11:00:00",19.008751,73.016620,PM10,34,89,59
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","15-03-2026 11:00:00",22.1166054,85.3945546,SO2,16,79,38
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","15-03-2026 11:00:00",18.39963,76.57452,CO,4,149,30
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB","15-03-2026 11:00:00",18.9942180,72.8158167,SO2,24,28,26
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB","15-03-2026 11:00:00",18.9942180,72.8158167,CO,8,18,14
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","15-03-2026 11:00:00",18.1023399,73.4783687,PM2.5,65,223,94
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB","15-03-2026 11:00:00",18.9942180,72.8158167,OZONE,22,51,27
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","15-03-2026 11:00:00",18.1023399,73.4783687,NO2,11,61,23
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","15-03-2026 11:00:00",21.121801,79.04952,NH3,1,14,3
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","15-03-2026 11:00:00",20.555712,74.529236,PM2.5,43,500,125
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","15-03-2026 11:00:00",20.555712,74.529236,NH3,NA,NA,NA
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","15-03-2026 11:00:00",21.14472,79.107595,OZONE,9,44,16
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","15-03-2026 11:00:00",19.296481,72.840923,NH3,4,10,8
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","15-03-2026 11:00:00",21.152875,79.0517531,NH3,4,15,9
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","15-03-2026 11:00:00",19.053536,72.84643,NH3,21,56,36
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","15-03-2026 11:00:00",21.143383,79.048912,NH3,4,4,4
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","15-03-2026 11:00:00",21.143383,79.048912,CO,16,52,35
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","15-03-2026 11:00:00",19.173852,77.296291,NH3,3,5,4
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","15-03-2026 11:00:00",19.173852,77.296291,SO2,4,7,6
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","15-03-2026 11:00:00",19.173852,77.296291,CO,17,30,25
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","15-03-2026 11:00:00",19.23241,72.86895,PM10,63,123,100
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","15-03-2026 11:00:00",19.23241,72.86895,NO2,23,44,32
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","15-03-2026 11:00:00",20.0073285,73.7762427,PM10,51,132,99
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","15-03-2026 11:00:00",19.23241,72.86895,CO,27,56,41
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","15-03-2026 11:00:00",20.0073285,73.7762427,CO,26,27,26
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","15-03-2026 11:00:00",20.021503,73.813844,CO,33,54,38
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","15-03-2026 11:00:00",18.9767,72.8380,PM2.5,35,54,44
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","15-03-2026 11:00:00",18.9767,72.8380,CO,34,60,45
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","15-03-2026 11:00:00",19.950220,73.731480,SO2,16,21,18
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","15-03-2026 11:00:00",19.11074,72.86084,PM2.5,41,75,58
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","15-03-2026 11:00:00",19.11074,72.86084,SO2,7,35,21
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","15-03-2026 11:00:00",19.0364585,72.8954371,PM2.5,27,51,37
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","15-03-2026 11:00:00",19.090337,73.014232,PM2.5,22,219,86
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","15-03-2026 11:00:00",19.090337,73.014232,PM10,62,118,90
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","15-03-2026 11:00:00",19.0364585,72.8954371,OZONE,1,47,6
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","15-03-2026 11:00:00",19.090337,73.014232,NH3,NA,NA,NA
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","15-03-2026 11:00:00",19.090337,73.014232,OZONE,2,92,5
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","15-03-2026 11:00:00",19.04946,72.9230,SO2,1,3,1
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","15-03-2026 11:00:00",19.083694,72.920967,PM10,84,133,110
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","15-03-2026 11:00:00",19.060498,72.923356,PM2.5,40,74,58
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","15-03-2026 11:00:00",18.536457,73.805454,OZONE,8,62,14
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","15-03-2026 11:00:00",18.530085,73.849598,PM2.5,49,95,67
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","15-03-2026 11:00:00",18.530085,73.849598,SO2,29,68,40
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","15-03-2026 11:00:00",18.530085,73.849598,OZONE,14,123,25
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","15-03-2026 11:00:00",19.000083,72.813993,NH3,5,5,5
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","15-03-2026 11:00:00",18.547056,73.826908,SO2,1,12,5
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","15-03-2026 11:00:00",19.047000,72.874600,NO2,34,216,58
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","15-03-2026 11:00:00",18.547056,73.826908,CO,14,46,27
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","15-03-2026 11:00:00",19.047000,72.874600,SO2,1,75,6
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM","15-03-2026 11:00:00",18.664282,73.763966,OZONE,NA,NA,NA
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","15-03-2026 11:00:00"," 16.5038",74.3623,PM2.5,57,94,73
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","15-03-2026 11:00:00",19.10861,72.83622,PM10,26,72,42
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","15-03-2026 11:00:00"," 16.5038",74.3623,PM10,54,94,70
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","15-03-2026 11:00:00",19.10861,72.83622,NH3,6,6,6
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","15-03-2026 11:00:00"," 16.5038",74.3623,CO,13,38,26
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB","15-03-2026 11:00:00",18.9942180,72.8158167,PM10,56,130,95
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","15-03-2026 11:00:00",19.1135051,73.008978,SO2,18,20,19
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","15-03-2026 11:00:00",19.008751,73.016620,CO,47,48,48
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","15-03-2026 11:00:00",19.0575752,73.0151367,PM10,80,167,112
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","15-03-2026 11:00:00",19.205800,72.868200,CO,30,33,30
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","15-03-2026 11:00:00",19.215859,72.831718,SO2,1,5,2
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","15-03-2026 11:00:00",19.0632143,72.8456324,NO2,4,32,17
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","15-03-2026 11:00:00",19.0630,73.1209,PM2.5,4,115,74
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","15-03-2026 11:00:00",19.0632143,72.8456324,CO,1,8,4
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","15-03-2026 11:00:00",19.1653323,72.922099,PM10,57,115,80
